event_id,STAID,BEGIN_DATE_TIME,END_DATE_TIME,peak_time,peak_flow_cfs,volume_acreft,flashiness_index,YEAR,month,day,water_year,duration_hours,time_to_peak_h,gage_lat,gage_lon,index_right,gage_flowpath-id,gage_snap_dist_m,gage_cat-id
241,02085000,2023-01-17 12:15:00+00:00,2023-01-17 19:45:00+00:00,2023-01-17 14:00:00+00:00,31.6,19.326446280991732,0.0028997514498757,2023,1,17,2023,7.5,1.75,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
242,02085000,2023-01-18 05:00:00+00:00,2023-01-18 20:30:00+00:00,2023-01-18 13:30:00+00:00,32.3,40.02272727272727,0.0025420712796786,2023,1,18,2023,15.5,8.5,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
243,02085000,2023-01-19 10:00:00+00:00,2023-01-19 18:30:00+00:00,2023-01-19 11:45:00+00:00,28.7,19.952479338842974,0.0026180646460578,2023,1,19,2023,8.5,1.75,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
244,02085000,2023-01-20 10:30:00+00:00,2023-01-20 19:00:00+00:00,2023-01-20 13:15:00+00:00,26.7,18.25103305785124,0.0058363616341812,2023,1,20,2023,8.5,2.75,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
245,02085000,2023-01-21 11:45:00+00:00,2023-01-21 18:15:00+00:00,2023-01-21 13:30:00+00:00,22.9,12.140495867768594,0.0039389463318562,2023,1,21,2023,6.5,1.75,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
246,02085000,2023-01-22 20:30:00+00:00,2023-01-22 20:30:00+00:00,2023-01-22 20:30:00+00:00,30.8,0.0,0.0,2023,1,22,2023,0.0,0.0,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
247,02085000,2023-01-23 02:15:00+00:00,2023-01-25 03:45:00+00:00,2023-01-23 12:30:00+00:00,302.0,513.0196280991736,0.019928307922296,2023,1,23,2023,49.5,10.25,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
248,02085000,2023-01-25 18:30:00+00:00,2023-01-27 20:00:00+00:00,2023-01-26 02:30:00+00:00,774.0,1192.9297520661155,0.0241289784707243,2023,1,25,2023,49.5,8.0,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
249,02085000,2023-01-30 10:00:00+00:00,2023-01-31 20:15:00+00:00,2023-01-31 00:00:00+00:00,69.9,174.56611570247932,0.0041876440973039,2023,1,30,2023,34.25,14.0,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
250,02085000,2023-02-01 18:45:00+00:00,2023-02-02 09:15:00+00:00,2023-02-02 00:15:00+00:00,72.3,83.10330578512396,0.0029350617585911,2023,2,1,2023,14.5,5.5,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
251,02085000,2023-02-02 10:15:00+00:00,2023-02-04 11:15:00+00:00,2023-02-03 02:15:00+00:00,136.0,383.1177685950413,0.0076306343099112,2023,2,2,2023,49.0,16.0,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
252,02085000,2023-02-05 12:00:00+00:00,2023-02-05 16:45:00+00:00,2023-02-05 13:00:00+00:00,49.3,19.25,0.0020408163265306,2023,2,5,2023,4.75,1.0,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
253,02085000,2023-02-06 11:30:00+00:00,2023-02-06 17:15:00+00:00,2023-02-06 14:00:00+00:00,44.6,20.74793388429752,0.0034383954154727,2023,2,6,2023,5.75,2.5,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
254,02085000,2023-02-07 02:15:00+00:00,2023-02-07 05:30:00+00:00,2023-02-07 03:00:00+00:00,38.5,10.285123966942148,0.0033619723571161,2023,2,7,2023,3.25,0.75,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
255,02085000,2023-02-08 00:15:00+00:00,2023-02-08 08:15:00+00:00,2023-02-08 03:00:00+00:00,34.4,22.09090909090909,0.0039949155620119,2023,2,8,2023,8.0,2.75,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
256,02085000,2023-02-09 02:15:00+00:00,2023-02-09 10:00:00+00:00,2023-02-09 02:30:00+00:00,30.0,19.20041322314049,0.0014604631754642,2023,2,9,2023,7.75,0.25,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
257,02085000,2023-02-09 11:45:00+00:00,2023-02-09 19:15:00+00:00,2023-02-09 13:45:00+00:00,30.7,18.768595041322317,0.0029860296470086,2023,2,9,2023,7.5,2.0,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
258,02085000,2023-02-10 02:45:00+00:00,2023-02-10 22:00:00+00:00,2023-02-10 13:30:00+00:00,31.4,47.17045454545455,0.0039383709858911,2023,2,10,2023,19.25,10.75,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
259,02085000,2023-02-11 11:45:00+00:00,2023-02-11 21:15:00+00:00,2023-02-11 15:45:00+00:00,28.6,21.549586776859503,0.0056148231330713,2023,2,11,2023,9.5,4.0,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
260,02085000,2023-02-12 14:15:00+00:00,2023-02-14 15:30:00+00:00,2023-02-12 21:30:00+00:00,576.0,1019.0640495867768,0.0194626227796461,2023,2,12,2023,49.25,7.25,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
261,02085000,2023-02-17 15:00:00+00:00,2023-02-19 16:15:00+00:00,2023-02-18 00:00:00+00:00,159.0,369.72314049586777,0.0110838192947571,2023,2,17,2023,49.25,9.0,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
262,02085000,2023-02-21 11:30:00+00:00,2023-02-21 17:45:00+00:00,2023-02-21 13:30:00+00:00,45.5,23.102272727272727,0.003871633829476,2023,2,21,2023,6.25,2.0,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
263,02085000,2023-02-22 02:30:00+00:00,2023-02-22 09:00:00+00:00,2023-02-22 04:15:00+00:00,39.3,20.859504132231404,0.0032467532467532,2023,2,22,2023,6.5,1.75,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
264,02085000,2023-02-23 01:15:00+00:00,2023-02-23 06:15:00+00:00,2023-02-23 01:15:00+00:00,34.4,14.21487603305785,0.0,2023,2,23,2023,5.0,0.0,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
265,02085000,2023-02-23 10:30:00+00:00,2023-02-23 19:00:00+00:00,2023-02-23 13:00:00+00:00,36.0,24.65082644628099,0.0044031311154598,2023,2,23,2023,8.5,2.5,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
266,02085000,2023-02-23 20:15:00+00:00,2023-02-25 06:45:00+00:00,2023-02-23 23:15:00+00:00,39.3,102.39359504132231,0.004951487450886,2023,2,23,2023,34.5,3.0,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
267,02085000,2023-02-26 05:15:00+00:00,2023-02-27 01:00:00+00:00,2023-02-26 09:30:00+00:00,32.2,49.82334710743802,0.0038108506802163,2023,2,26,2023,19.75,4.25,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
268,02085000,2023-02-27 07:30:00+00:00,2023-02-27 18:15:00+00:00,2023-02-27 11:45:00+00:00,31.4,26.87706611570248,0.004740049657663,2023,2,27,2023,10.75,4.25,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
269,02085000,2023-02-28 01:15:00+00:00,2023-03-01 20:45:00+00:00,2023-02-28 15:30:00+00:00,38.5,114.38636363636364,0.0048171115305113,2023,2,28,2023,43.5,14.25,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
270,02085000,2023-03-02 10:30:00+00:00,2023-03-04 12:00:00+00:00,2023-03-02 18:15:00+00:00,334.0,528.3347107438017,0.0211245631552671,2023,3,2,2023,49.5,7.75,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
271,02085000,2023-03-06 23:30:00+00:00,2023-03-07 11:45:00+00:00,2023-03-07 04:45:00+00:00,40.1,37.50619834710744,0.0061631615937719,2023,3,6,2023,12.25,5.25,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
272,02085000,2023-03-08 01:00:00+00:00,2023-03-08 15:00:00+00:00,2023-03-08 08:45:00+00:00,33.7,37.625,0.0036188830074538,2023,3,8,2023,14.0,7.75,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
273,02085000,2023-03-08 23:30:00+00:00,2023-03-09 10:45:00+00:00,2023-03-09 03:45:00+00:00,30.0,26.09297520661157,0.0052733617681271,2023,3,8,2023,11.25,4.25,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
274,02085000,2023-03-10 12:00:00+00:00,2023-03-12 10:00:00+00:00,2023-03-11 13:45:00+00:00,35.2,117.42252066115702,0.0041850528822581,2023,3,10,2023,46.0,25.75,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
275,02085000,2023-03-12 22:15:00+00:00,2023-03-14 23:00:00+00:00,2023-03-13 12:15:00+00:00,57.4,173.0909090909091,0.0061832623843611,2023,3,12,2023,48.75,14.0,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
276,02085000,2023-03-15 00:45:00+00:00,2023-03-15 10:45:00+00:00,2023-03-15 05:15:00+00:00,35.2,27.911157024793383,0.0060750705142113,2023,3,15,2023,10.0,4.5,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
277,02085000,2023-03-15 22:15:00+00:00,2023-03-16 17:15:00+00:00,2023-03-16 00:30:00+00:00,29.3,44.54752066115702,0.0025649246553382,2023,3,15,2023,19.0,2.25,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
278,02085000,2023-03-17 02:45:00+00:00,2023-03-17 22:30:00+00:00,2023-03-17 15:45:00+00:00,29.3,44.35743801652893,0.0039585730724971,2023,3,17,2023,19.75,13.0,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
279,02085000,2023-03-18 04:30:00+00:00,2023-03-20 06:00:00+00:00,2023-03-18 15:45:00+00:00,124.0,278.323347107438,0.0129761499400417,2023,3,18,2023,49.5,11.25,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
280,02085000,2023-03-22 20:15:00+00:00,2023-03-23 22:30:00+00:00,2023-03-23 13:00:00+00:00,31.4,62.71797520661157,0.0034278998400313,2023,3,22,2023,26.25,16.75,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
281,02085000,2023-03-24 01:30:00+00:00,2023-03-24 17:15:00+00:00,2023-03-24 12:00:00+00:00,30.0,37.003099173553714,0.0042342590046741,2023,3,24,2023,15.75,10.5,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
282,02085000,2023-03-25 12:15:00+00:00,2023-03-25 21:45:00+00:00,2023-03-25 15:30:00+00:00,31.4,23.109504132231404,0.006806282722513,2023,3,25,2023,9.5,3.25,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
283,02085000,2023-03-26 02:45:00+00:00,2023-03-26 06:15:00+00:00,2023-03-26 03:00:00+00:00,28.5,8.229338842975206,0.0032856137057028,2023,3,26,2023,3.5,0.25,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
284,02085000,2023-03-26 10:30:00+00:00,2023-03-26 23:00:00+00:00,2023-03-26 14:00:00+00:00,29.9,29.93388429752066,0.0028443722064201,2023,3,26,2023,12.5,3.5,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
285,02085000,2023-03-27 07:45:00+00:00,2023-03-28 22:00:00+00:00,2023-03-27 17:45:00+00:00,69.6,161.36570247933884,0.0103527851797075,2023,3,27,2023,38.25,10.0,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
286,02085000,2023-03-29 00:45:00+00:00,2023-03-31 01:30:00+00:00,2023-03-29 14:00:00+00:00,93.2,229.46487603305783,0.0100320343135055,2023,3,29,2023,48.75,13.25,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
287,02085000,2023-04-01 08:15:00+00:00,2023-04-02 20:45:00+00:00,2023-04-01 15:45:00+00:00,42.4,109.91322314049586,0.0059417040358744,2023,4,1,2023,36.5,7.5,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
288,02085000,2023-04-03 09:45:00+00:00,2023-04-03 16:45:00+00:00,2023-04-03 11:30:00+00:00,31.8,18.202479338842974,0.0032920004389333,2023,4,3,2023,7.0,1.75,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
289,02085000,2023-04-04 15:15:00+00:00,2023-04-04 22:00:00+00:00,2023-04-04 17:30:00+00:00,27.5,14.949380165289256,0.0044035228182546,2023,4,4,2023,6.75,2.25,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
290,02085000,2023-04-05 02:30:00+00:00,2023-04-05 08:45:00+00:00,2023-04-05 02:30:00+00:00,26.2,13.525826446280991,0.0010286554004408,2023,4,5,2023,6.25,0.0,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
291,02085000,2023-04-05 17:30:00+00:00,2023-04-06 00:45:00+00:00,2023-04-05 20:15:00+00:00,26.2,15.173553719008265,0.0052728710783021,2023,4,5,2023,7.25,2.75,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
292,02085000,2023-04-07 18:00:00+00:00,2023-04-09 23:45:00+00:00,2023-04-08 01:00:00+00:00,1620.0,3044.400826446281,0.0268798265817639,2023,4,7,2023,53.75,7.0,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
293,02085000,2023-04-14 13:00:00+00:00,2023-04-16 14:15:00+00:00,2023-04-15 09:00:00+00:00,127.0,346.0650826446281,0.0122401132969164,2023,4,14,2023,49.25,20.0,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
294,02085000,2023-04-19 10:30:00+00:00,2023-04-19 18:30:00+00:00,2023-04-19 12:15:00+00:00,35.9,23.45971074380165,0.0040177808172337,2023,4,19,2023,8.0,1.75,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
295,02085000,2023-04-20 11:15:00+00:00,2023-04-20 18:15:00+00:00,2023-04-20 13:45:00+00:00,32.1,18.07851239669421,0.0046408839779005,2023,4,20,2023,7.0,2.5,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
296,02085000,2023-04-21 00:15:00+00:00,2023-04-21 07:45:00+00:00,2023-04-21 02:45:00+00:00,30.0,18.195247933884296,0.0036279683377308,2023,4,21,2023,7.5,2.5,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
297,02085000,2023-04-21 10:15:00+00:00,2023-04-21 15:45:00+00:00,2023-04-21 12:00:00+00:00,29.9,13.378099173553718,0.0038455849726371,2023,4,21,2023,5.5,1.75,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
298,02085000,2023-04-22 13:45:00+00:00,2023-04-24 15:15:00+00:00,2023-04-22 17:15:00+00:00,115.0,290.3460743801653,0.0162467172971822,2023,4,22,2023,49.5,3.5,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
299,02085000,2023-04-25 10:30:00+00:00,2023-04-25 15:15:00+00:00,2023-04-25 10:45:00+00:00,34.9,13.68388429752066,0.0022975301550832,2023,4,25,2023,4.75,0.25,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
300,02085000,2023-04-26 04:00:00+00:00,2023-04-26 17:30:00+00:00,2023-04-26 11:00:00+00:00,31.9,34.52789256198347,0.0020572503379768,2023,4,26,2023,13.5,7.0,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
301,02085000,2023-04-27 10:30:00+00:00,2023-04-27 20:45:00+00:00,2023-04-27 15:45:00+00:00,29.7,24.226239669421485,0.0044181393797932,2023,4,27,2023,10.25,5.25,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
302,02085000,2023-04-28 13:15:00+00:00,2023-05-02 07:45:00+00:00,2023-05-01 01:30:00+00:00,172.0,699.3832644628098,0.0125719577218893,2023,4,28,2023,90.5,60.25,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
303,02085000,2023-05-04 14:30:00+00:00,2023-05-04 19:00:00+00:00,2023-05-04 15:45:00+00:00,30.9,11.37603305785124,0.0024104683195592,2023,5,4,2023,4.5,1.25,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
304,02085000,2023-05-05 11:30:00+00:00,2023-05-05 16:45:00+00:00,2023-05-05 12:15:00+00:00,28.8,12.43801652892562,0.0022218695445167,2023,5,5,2023,5.25,0.75,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
305,02085000,2023-05-06 16:45:00+00:00,2023-05-06 21:00:00+00:00,2023-05-06 18:30:00+00:00,25.5,8.758264462809917,0.0053547523427041,2023,5,6,2023,4.25,1.75,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
306,02085000,2023-05-07 12:45:00+00:00,2023-05-07 20:15:00+00:00,2023-05-07 15:00:00+00:00,24.9,14.921487603305785,0.0050993022007514,2023,5,7,2023,7.5,2.25,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
307,02085000,2023-05-08 11:00:00+00:00,2023-05-08 19:15:00+00:00,2023-05-08 14:00:00+00:00,23.6,15.518595041322314,0.007503234152652,2023,5,8,2023,8.25,3.0,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
308,02085000,2023-05-09 05:45:00+00:00,2023-05-09 19:30:00+00:00,2023-05-09 15:00:00+00:00,23.0,24.67768595041322,0.0032910975810432,2023,5,9,2023,13.75,9.25,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
309,02085000,2023-05-10 12:15:00+00:00,2023-05-11 00:00:00+00:00,2023-05-10 14:45:00+00:00,21.2,20.05785123966942,0.0042407108239095,2023,5,10,2023,11.75,2.5,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
310,02085000,2023-05-14 01:00:00+00:00,2023-05-16 01:15:00+00:00,2023-05-14 09:30:00+00:00,71.9,131.48863636363637,0.0215170036044507,2023,5,14,2023,48.25,8.5,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
311,02085000,2023-05-29 03:15:00+00:00,2023-05-31 01:15:00+00:00,2023-05-30 14:30:00+00:00,23.1,68.8336776859504,0.0070220522321161,2023,5,29,2023,46.0,35.25,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
312,02085000,2023-06-20 02:45:00+00:00,2023-06-22 04:00:00+00:00,2023-06-21 03:45:00+00:00,124.0,265.71177685950414,0.0247606188990797,2023,6,20,2023,49.25,25.0,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
313,02085000,2023-06-22 11:30:00+00:00,2023-06-22 20:00:00+00:00,2023-06-22 13:30:00+00:00,28.8,18.43388429752066,0.0098199672667757,2023,6,22,2023,8.5,2.0,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
314,02085000,2023-06-23 07:00:00+00:00,2023-06-25 08:30:00+00:00,2023-06-24 03:15:00+00:00,470.0,565.8853305785124,0.0368517330845698,2023,6,23,2023,49.5,20.25,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
315,02085000,2023-07-01 22:00:00+00:00,2023-07-03 23:15:00+00:00,2023-07-02 04:15:00+00:00,271.0,231.3367768595041,0.0465132875991328,2023,7,1,2023,49.25,6.25,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
316,02085000,2023-07-09 15:45:00+00:00,2023-07-11 17:30:00+00:00,2023-07-09 18:00:00+00:00,56.4,96.02355371900826,0.030611346680264,2023,7,9,2023,49.75,2.25,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
317,02085000,2023-07-14 07:00:00+00:00,2023-07-16 08:30:00+00:00,2023-07-14 09:15:00+00:00,30.0,68.20165289256198,0.0235521702333454,2023,7,14,2023,49.5,2.25,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
318,02085000,2023-08-07 13:30:00+00:00,2023-08-09 04:30:00+00:00,2023-08-08 00:15:00+00:00,27.5,27.766838842975204,0.0398509386714872,2023,8,7,2023,39.0,10.75,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
319,02085000,2023-08-15 18:30:00+00:00,2023-08-17 08:00:00+00:00,2023-08-15 21:15:00+00:00,27.3,16.716219008264463,0.0622044334975369,2023,8,15,2023,37.5,2.75,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
320,02085000,2023-09-09 14:30:00+00:00,2023-09-11 15:15:00+00:00,2023-09-09 19:00:00+00:00,32.9,30.23347107438017,0.0424754136374176,2023,9,9,2023,48.75,4.5,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
321,02085000,2023-09-18 01:00:00+00:00,2023-09-20 00:45:00+00:00,2023-09-18 04:00:00+00:00,134.0,85.30072314049586,0.0629777041168144,2023,9,18,2023,47.75,3.0,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
322,02085000,2023-09-23 17:00:00+00:00,2023-09-25 18:30:00+00:00,2023-09-24 08:00:00+00:00,76.6,125.21807851239669,0.0339857108717686,2023,9,23,2023,49.5,15.0,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
323,02085000,2023-10-14 10:30:00+00:00,2023-10-16 11:45:00+00:00,2023-10-14 16:30:00+00:00,56.4,70.50340909090909,0.0350427825801862,2023,10,14,2024,49.25,6.0,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
324,02085000,2023-11-22 01:15:00+00:00,2023-11-24 02:15:00+00:00,2023-11-22 07:15:00+00:00,69.4,87.41435950413222,0.0345910169499521,2023,11,22,2024,49.0,6.0,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
325,02085000,2023-12-10 19:00:00+00:00,2023-12-12 20:15:00+00:00,2023-12-11 12:45:00+00:00,183.0,326.44700413223137,0.0261447454442223,2023,12,10,2024,49.25,17.75,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
326,02085000,2023-12-17 18:30:00+00:00,2023-12-19 20:00:00+00:00,2023-12-18 06:15:00+00:00,2010.0,2100.384297520661,0.0387880385028757,2023,12,17,2024,49.5,11.75,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
327,02085000,2023-12-20 23:30:00+00:00,2023-12-21 12:00:00+00:00,2023-12-21 04:45:00+00:00,37.0,33.878099173553714,0.0101906246253446,2023,12,20,2024,12.5,5.25,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
328,02085000,2023-12-27 05:15:00+00:00,2023-12-29 06:45:00+00:00,2023-12-27 15:00:00+00:00,926.0,1385.495867768595,0.0249959789595334,2023,12,27,2024,49.5,9.75,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
329,02085000,2024-01-02 15:15:00+00:00,2024-01-02 19:00:00+00:00,2024-01-02 16:45:00+00:00,20.9,6.350206611570248,0.0051924251679902,2024,1,2,2024,3.75,1.5,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
330,02085000,2024-01-06 17:15:00+00:00,2024-01-08 18:45:00+00:00,2024-01-07 02:45:00+00:00,225.0,379.29648760330576,0.0205833115923123,2024,1,6,2024,49.5,9.5,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
331,02085000,2024-01-09 19:15:00+00:00,2024-01-11 20:45:00+00:00,2024-01-10 04:15:00+00:00,2920.0,3162.1911157024792,0.0367860657081051,2024,1,9,2024,49.5,9.0,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
332,02085000,2024-01-12 22:15:00+00:00,2024-01-14 23:45:00+00:00,2024-01-13 06:45:00+00:00,1250.0,1549.7789256198346,0.0308599809588484,2024,1,12,2024,49.5,8.5,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
333,02085000,2024-01-16 14:30:00+00:00,2024-01-17 17:00:00+00:00,2024-01-17 03:45:00+00:00,73.2,142.0340909090909,0.0053813858872073,2024,1,16,2024,26.5,13.25,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
334,02085000,2024-01-19 03:30:00+00:00,2024-01-19 15:30:00+00:00,2024-01-19 07:45:00+00:00,35.5,34.62603305785124,0.0025732498976548,2024,1,19,2024,12.0,4.25,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
335,02085000,2024-01-22 16:30:00+00:00,2024-01-22 20:45:00+00:00,2024-01-22 18:15:00+00:00,22.6,7.789256198347107,0.0060240963855421,2024,1,22,2024,4.25,1.75,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
336,02085000,2024-01-23 21:45:00+00:00,2024-01-25 07:45:00+00:00,2024-01-24 06:45:00+00:00,31.1,75.69008264462809,0.005700325732899,2024,1,23,2024,34.0,9.0,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
337,02085000,2024-01-25 13:45:00+00:00,2024-01-25 19:00:00+00:00,2024-01-25 15:45:00+00:00,23.2,9.65392561983471,0.0083947583947583,2024,1,25,2024,5.25,2.0,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
338,02085000,2024-01-26 10:15:00+00:00,2024-01-27 21:15:00+00:00,2024-01-26 15:00:00+00:00,37.9,97.27479338842974,0.0047702471663465,2024,1,26,2024,35.0,4.75,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
339,02085000,2024-01-28 02:45:00+00:00,2024-01-30 04:15:00+00:00,2024-01-28 10:30:00+00:00,740.0,1195.650826446281,0.0223003560880006,2024,1,28,2024,49.5,7.75,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
340,02085000,2024-01-31 09:00:00+00:00,2024-01-31 17:45:00+00:00,2024-01-31 10:45:00+00:00,62.7,44.878099173553714,0.0034031882500447,2024,1,31,2024,8.75,1.75,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
341,02085000,2024-02-02 11:30:00+00:00,2024-02-02 17:30:00+00:00,2024-02-02 13:15:00+00:00,43.0,21.043388429752067,0.0033971878833632,2024,2,2,2024,6.0,1.75,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
342,02085000,2024-02-04 11:30:00+00:00,2024-02-04 19:30:00+00:00,2024-02-04 14:15:00+00:00,31.8,20.49586776859504,0.0043069694596711,2024,2,4,2024,8.0,2.75,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
343,02085000,2024-02-05 12:00:00+00:00,2024-02-05 21:00:00+00:00,2024-02-05 14:30:00+00:00,29.0,21.020661157024797,0.0040218328066647,2024,2,5,2024,9.0,2.5,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
344,02085000,2024-02-06 08:15:00+00:00,2024-02-08 09:30:00+00:00,2024-02-07 02:00:00+00:00,43.8,168.44214876033058,0.0018798369180439,2024,2,6,2024,49.25,17.75,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
345,02085000,2024-02-08 12:00:00+00:00,2024-02-08 18:45:00+00:00,2024-02-08 14:00:00+00:00,41.2,22.6198347107438,0.002820874471086,2024,2,8,2024,6.75,2.0,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
346,02085000,2024-02-09 03:30:00+00:00,2024-02-09 20:00:00+00:00,2024-02-09 14:45:00+00:00,40.4,53.32644628099173,0.0025965099851082,2024,2,9,2024,16.5,11.25,36.071111,-79.095556,63917,wb-269654,14.77163940949128,cat-269654
